cmt,rate,genre,idmovie,iduser 
khắc sâu trí tôi.,5,2,47,8
khoảnh khắc tình yêu đẹp đẽ.,2,2,111,27
tình yêu đích thực mình.,4,2,91,43
tình yêu đích thực.,3,2,94,45
thay đổi tình yêu.,3,2,53,30
bữa tiệc tình yêu mắt tâm hồn.,2,2,55,8
khám phá khía cạnh tình yêu.,5,2,91,18
thể hiện tình yêu khía cạnh nhau.,2,2,109,23
cảnh tình yêu đặc biệt phim.,2,2,24,4
cảnh tình yêu đặc biệt phim.,3,2,112,39
câu tình suy tư.,5,2,91,22
câu thoại tình cảm lôi cuốn.,2,2,41,11
tình huống tình cảm kỷ niệm nhớ.,4,2,18,8
tình huống tình cảm suy tư nhiều.,4,2,101,9
tình tiết tình cảm bất ngờ hấp dẫn.,2,2,36,17
tình tiết tình cảm bất ngờ.,3,2,56,45
câu tình yêu đẹp.,2,2,107,13
chạm trái tim tôi.,4,2,12,27
chạm trái tim sâu sắc.,4,2,35,25
cảnh tình yêu đẹp mắt đặc biệt phim.,2,2,37,10
câu tình yêu đẹp nhớ.,4,2,114,39
tình cảm hoàn hảo mưa gió.,5,2,114,22
tình cảm đánh thức trái tim tôi.,3,2,31,15
khám phá khía cạnh tình yêu.,2,2,81,18
đánh thức giá trị tình yêu sống.,3,2,81,28
chạm trái tim sâu sắc.,5,2,81,2
chạm trái tim tôi.,4,2,80,42
câu tình yêu đẹp.,5,2,80,48
tình tiết tình cảm bất ngờ.,3,2,80,50
tình tiết tình cảm bất ngờ hấp dẫn.,3,2,80,25
tình huống tình cảm suy tư nhiều.,5,2,79,7
tình huống tình cảm kỷ niệm nhớ.,3,2,79,47
câu thoại tình cảm lôi cuốn.,2,2,79,27
câu tình suy tư.,4,2,79,26
cảnh tình yêu đặc biệt phim.,2,2,78,31
cảnh tình yêu đặc biệt phim.,5,2,78,34
thay đổi tình yêu.,5,2,81,24
cảnh tình yêu đẹp mắt đặc biệt phim.,4,2,78,1
bữa tiệc tình yêu mắt tâm hồn.,2,2,77,48
thay đổi tình yêu.,3,2,77,4
tình yêu đích thực.,5,2,77,33
tình yêu đích thực mình.,3,2,77,34
khoảnh khắc tình yêu đẹp đẽ.,2,2,76,19
khắc sâu trí tôi.,4,2,76,25
tình yêu quy tắc cố định.,4,2,76,24
"câu tình yêu đẹp, bạn.",3,2,76,10
"câu tình yêu, đừng lỡ này!",5,2,75,40
tình cảm xuất sắc xem.,4,2,75,42
tình cảm xem.,5,2,75,12
trải nghiệm tình cảm nhớ.,4,2,75,13
tình cảm thể lỡ.,3,2,74,33
thể hiện tình yêu khía cạnh nhau.,4,2,78,4
câu tình yêu đẹp nhớ.,3,2,74,33
thay đổi tình yêu.,3,2,82,35
thúc đẩy tình yêu đích thực.,2,2,82,8
tình cảm hoàn hảo valentine.,2,2,89,4
tình cảm đánh thức trái tim tôi.,4,2,89,35
tình cảm hoàn hảo valentine.,2,2,27,20
tình cảm hoàn hảo lứa tuổi.,4,2,88,40
tình cảm hoàn hảo độ tuổi.,2,2,88,25
tình cảm hoàn hảo tín đồ tình yêu.,5,2,88,44
tình cảm hoàn hảo đôi tình nhân.,5,2,88,38
tình cảm hoàn hảo tối tuần.,3,2,87,3
tình cảm đẹp mơ.,4,2,87,43
tình cảm xúc động.,5,2,87,45
tình cảm cảm động nghĩa.,4,2,87,50
tình cảm lặp đi lặp lại.,3,2,86,6
thể hiện tình yêu thể xuất phát tình huống bất ngờ.,4,2,86,6
thay đổi sống tôi.,5,2,82,27
thể hiện tình yêu thể khăn.,3,2,86,19
cảm xúc nhau.,5,2,85,47
tình yêu sự.,4,2,85,44
tình yêu kỳ diệu.,4,2,85,26
tình yêu đích thực.,4,2,85,19
tình yêu kỳ diệu.,4,2,84,8
suy tư tình yêu suốt thời gian dài.,4,2,84,39
tuyệt phẩm tình yêu.,2,2,84,1
minh chứng ràng tình yêu đích thực tồn tại.,2,2,84,31
tình ca đẹp.,5,2,83,48
tình yêu đích thực.,4,2,83,24
sức tình yêu.,4,2,83,44
câu tình yêu sống.,4,2,83,16
thúc đẩy kiếm tình yêu đích thực.,2,2,82,44
đặc sắc tình yêu.,2,2,86,40
tình cảm hoàn hảo mưa gió.,3,2,89,32
câu tình yêu cảm động.,3,2,74,25
tình cảm thú vị cảm động.,3,2,74,31
câu tình yêu cảm động.,5,2,65,5
câu tình yêu mãi mãi.,4,2,65,6
cảnh địa đẹp lãng mạn phim.,3,2,65,45
cảnh suy tư tình yêu.,3,2,65,44
cảm xúc tràn đầu cuối.,3,2,64,39
cảm xúc nhân vật thực hút.,5,2,64,39
cảm ơn diễn viên câu tình yêu tuyệt vời này.,4,2,64,39
tình yêu cảm gũi.,3,2,64,43
diễn viên cặp đôi hoàn hảo.,3,2,63,23
tình yêu mình.,2,2,63,39
hành trình kiếm tình yêu đích thực.,2,2,63,10
hành trình cảm xúc tình yêu.,3,2,63,21
biểu tượng tình yêu đích thực.,4,2,62,34
câu tình yêu tình yêu đích thực.,4,2,66,48
học tình yêu hy vọng.,2,2,62,19
cảm giác ấm áp độc đáo.,4,2,62,3
kỷ niệm mình.,4,2,61,22
nhạc lãng mạn nó.,4,2,61,6
nhạc bầu khí lãng mạn tuyệt vời.,2,2,61,13
mãi suy tư cảm xúc mình.,4,2,61,29
câu phim.,5,2,60,43
hành trình khám phá.,2,2,60,4
suy nghĩa sống.,4,2,60,26
cảm đánh lừa phim.,3,2,60,42
tình cảm sâu sắc nhớ.,2,2,55,25
tình cảm thực lặp đi lặp lại.,4,2,47,35
tình cảm món quà yêu phim.,5,2,21,10
tình cảm ấn tượng mẽ tôi.,5,2,10,32
thay đổi tình yêu.,5,2,62,28
tình cảm hoàn hảo mùa valentine.,3,2,117,16
câu tình yêu mãi mãi.,4,2,66,20
câu tình yêu tuyệt vời.,3,2,66,27
tình cảm cảm động.,4,2,73,5
tình cảm cảm động thú vị.,4,2,73,32
tình cảm yêu nghĩa.,4,2,73,13
tình cảm xem.,3,2,73,40
thể cảm xúc lại.,3,2,72,14
thể tả đẹp đẽ này.,2,2,72,14
thể tả cảm động này.,3,2,72,49
thể tả cảm xúc này.,4,2,72,17
thể quên câu tình yêu này.,4,2,71,43
thể đẹp này.,3,2,71,30
thể cảm xúc này.,2,2,71,49
thể đẹp này.,3,2,71,9
thể đẹp câu tình yêu này.,3,2,70,34
câu tình yêu đặc biệt.,3,2,66,44
thể lỡ này.,2,2,70,12
thể hiện tình cảm này.,5,2,70,28
tình yêu.,5,2,69,28
yêu nó.,5,2,69,49
đánh giá cao.,5,2,69,19
nổi tiếng.,2,2,69,6
yêu nó.,2,2,68,49
diễn viên thể hiện tình cảm xuất sắc.,3,2,68,11
diễn viên chemistry đặc biệt màn ảnh.,3,2,68,26
chắc chắn lại.,2,2,68,24
cười khóc suốt đầu cuối.,3,2,67,32
cốt truyện tình cảm xúc động.,4,2,67,33
cốt truyện hội suy ngẫm tình yêu.,4,2,67,41
cốt truyện chạm sâu trái tim tôi.,4,2,67,46
sánh tình yêu này.,4,2,70,44
tình cảm hoàn hảo mùa valentine.,5,2,89,24
hài đỉnh năm.,5,3,19,18
giới hài hước.,3,3,51,45
diễn xuất diễn viên duyên dáng hài hước.,3,3,71,11
thời gian xem.,2,3,71,44
đánh giá 10/10!,5,3,36,2
khoảnh khắc vui vẻ.,4,3,90,25
đề nghị tất này.,3,3,46,35
hài hước đặc biệt này.,2,3,38,38
yêu nó.,2,3,9,17
nổi tiếng.,2,3,62,31
yêu nó.,5,3,7,1
hối hận!,5,3,88,34
thất vọng!,4,3,42,15
thất vọng.,4,3,21,48
kịch thông minh hài hước.,5,3,69,25
hài tỏ tâm trạng.,4,3,58,6
thể đếch hơn!,3,3,67,16
thể lỡ này.,5,3,71,20
thể lỡ này.,2,3,60,46
thể yêu tình huống hài phim.,2,3,15,11
thể tình huống hài hước phim.,3,3,68,22
thể tuyệt vời này.,3,3,49,50
thể quên này.,2,3,41,14
thể quên pha hài này.,3,3,49,48
thể hài hước này.,2,3,27,34
thể vui vẻ này.,4,3,7,50
thể nổi cười nào.,5,3,30,16
diễn viên diễn xuất tuyệt vời.,4,3,34,45
diễn viên hài nhiên duyên dáng.,3,3,72,34
chắc chắn lại.,2,3,52,19
chắc chắn nữa.,5,3,20,36
tình cảm sâu sắc xúc động.,4,3,45,5
gia đình này.,5,3,79,47
diễn viên biểu diễn hài hước nhiên.,3,3,13,45
diễn viên biểu diễn hài hước nhiên.,5,3,64,34
diễn viên pha hài đặc biệt.,4,3,1,33
diễn viên thể hiện tài năng hài hước kinh ngạc.,3,3,45,15
màn diễn xuất xuất sắc hài hước.,5,3,38,40
màn diễn xuất hài hước.,5,3,3,19
màn đối thoại thực hài hước.,3,3,34,17
nhân vật hài hước độc đáo.,2,3,78,8
nhân vật độc đáo hài hước.,3,3,72,30
tình huống độc đáo hài hước phim.,3,3,88,27
thể nhịn cười này!,5,3,19,41
tình huống hài hước bất ngờ.,2,3,51,2
tình huống hài thực tạo.,4,3,36,39
cảm ơn diễn viên niềm vui tôi!,4,3,42,11
cực kỳ hài hước giải trí.,5,3,69,7
cười đau bụng!,3,3,54,4
cười chảy mắt!,4,3,15,33
cười tình huống phim.,5,3,34,41
cười ngừng!,3,3,1,15
cười nghiêng ngả này.,5,3,84,42
cười suốt phim!,2,3,52,26
cười suốt đầu cuối.,4,3,28,35
chắc chắn chia sẻ bè.,4,3,78,2
chắc chắn giúp thư giãn cười thoải mái.,5,3,70,28
tình huống hài tạo.,4,3,34,30
hài đặc sắc!,5,3,89,17
thể tình huống hài hước độc đáo vậy.,2,3,62,44
mỗi tình tiết tiếng cười phấn khích.,4,3,26,13
pha hài hước thú vị.,5,3,1,27
khả năng cười ngừng.,5,3,55,3
cốt truyện hài hước lôi cuốn.,4,3,39,9
nụ cười phủ khắp đầu cuối.,5,3,58,3
tình huống hài hước độc đáo.,2,3,91,43
pha hài độc đáo thể đoán trước.,4,3,91,43
tình huống hài độc đáo tạo.,3,3,64,4
tình huống hài hước độc đáo bất ngờ.,5,3,17,26
phấn khích tiếng cười ngừng.,4,3,1,16
cười mắt.,5,3,73,24
cười ngừng.,4,3,37,47
cười sảng khoái hạnh phúc.,3,3,6,50
cười suốt thời gian xem.,2,3,48,48
cười mắt.,5,3,62,2
cười bất kỳ xem.,2,3,38,38
cười bất kỳ hài xem.,2,3,73,45
cười bất kỳphim hài xem.,4,3,49,24
cười suốt thời gian xem.,4,3,19,3
tiếng cười niềm vui người.,3,3,30,25
tiếng cười thư giãn tôi.,2,3,89,47
gian thú vị hài hước.,5,3,31,17
trái tim vui vẻ thoải mái.,2,3,12,47
thư giãn trái tim vui vẻ.,5,3,69,30
đem tiếng cười sảng khoái đầu cuối.,2,3,63,14
đem tiếng cười sảng khoái thú vị.,5,3,62,8
"tối vui vẻ, bạn.",4,3,72,29
"giải trí, lựa hoàn hảo.",3,3,49,22
"cười, này!",2,3,50,28
"cười, đừng lỡ này!",3,3,79,1
kiếm niềm vui sống.,3,3,31,43
thư giãn cười thoải mái.,4,3,6,46
thư giãn cười.,2,3,21,39
giải trí tuyệt vời tình huống hài hước.,2,3,28,10
hài kinh điển.,3,3,47,5
hài xem!,5,3,66,11
hài tuyệt vời người.,5,3,90,49
hài tuyệt vời diễn xuất xuất sắc.,3,3,9,9
hài tuyệt vời tình huống hài hước bất ngờ.,2,3,91,15
hài tuyệt vời tình huống hài hước độc đáo.,5,3,30,16
hài tuyệt vời tình huống hài hước thể đoán trước.,2,3,88,41
hài thú vị hài hước.,2,3,36,37
mỗi tình huống cười vỡ bụng.,5,3,67,25
vui nhộn thể qua.,5,3,47,48
hài lặp đi lặp lại.,2,3,62,21
hài tình huống hài hước độc đáo.,5,3,52,16
hài thể lỡ.,5,3,29,10
hài tuyệt vời tình huống hài hước vô tạo.,3,3,16,29
hài thú vị tiếng cười.,4,3,10,7
hài xuất sắc thấy.,5,3,40,38
tác phẩm vui nhộn thể qua.,5,3,57,47
tuyệt phẩm thể hài.,3,3,51,46
trải nghiệm hài hước nhớ.,4,3,17,6
trải nghiệm tuyệt vời!,4,3,60,41
hài xem.,2,3,63,14
hài thời đại.,5,3,90,42
hài ấn tượng.,5,3,25,1
thể nổi thể cười vậy.,4,3,48,46
hài đỉnh điểm!,2,3,120,48
hài đỉnh cao!,5,3,120,28
diễn viên hài nhiên duyên dáng.,3,3,98,33
diễn viên diễn xuất tuyệt vời.,4,3,98,19
diễn xuất diễn viên duyên dáng hài hước.,4,3,98,26
thời gian xem.,2,3,98,48
đánh giá 10/10!,4,3,99,30
khoảnh khắc vui vẻ.,4,3,99,1
đề nghị tất này.,4,3,99,41
hài hước đặc biệt này.,3,3,99,37
yêu nó.,4,3,100,50
nổi tiếng.,5,3,100,43
yêu nó.,5,3,100,7
hối hận!,3,3,100,2
thất vọng!,3,3,101,43
thất vọng.,3,3,101,42
kịch thông minh hài hước.,4,3,101,45
hài tỏ tâm trạng.,2,3,101,18
thể đếch hơn!,4,3,102,7
thể lỡ này.,2,3,102,14
thể lỡ này.,3,3,102,12
thể yêu tình huống hài phim.,3,3,102,27
thể tình huống hài hước phim.,4,3,103,39
thể tuyệt vời này.,5,3,103,32
thể quên này.,5,3,103,7
thể quên pha hài này.,2,3,103,50
thể hài hước này.,3,3,104,39
thể vui vẻ này.,2,3,104,33
thể nổi cười nào.,5,3,104,44
chắc chắn lại.,3,3,97,40
chắc chắn nữa.,3,3,97,29
chắc chắn giúp thư giãn cười thoải mái.,5,3,97,15
chắc chắn chia sẻ bè.,3,3,97,41
tình cảm ấn tượng mẽ tôi.,4,3,90,37
tình cảm món quà yêu phim.,4,3,90,45
tình cảm thực lặp đi lặp lại.,4,3,90,25
tình cảm sâu sắc nhớ.,2,3,90,34
tình cảm sâu sắc xúc động.,3,3,91,2
gia đình này.,4,3,91,19
diễn viên biểu diễn hài hước nhiên.,5,3,91,33
diễn viên biểu diễn hài hước nhiên.,4,3,91,18
diễn viên pha hài đặc biệt.,2,3,92,42
diễn viên thể hiện tài năng hài hước kinh ngạc.,3,3,92,5
màn diễn xuất xuất sắc hài hước.,2,3,92,25
màn diễn xuất hài hước.,4,3,92,30
màn đối thoại thực hài hước.,3,3,93,30
thể nhịn cười này!,2,3,104,31
nhân vật hài hước độc đáo.,4,3,93,27
tình huống độc đáo hài hước phim.,2,3,93,4
tình huống hài hước bất ngờ.,2,3,94,36
tình huống hài tạo.,5,3,94,13
tình huống hài thực tạo.,4,3,94,24
cảm ơn diễn viên niềm vui tôi!,5,3,94,24
cực kỳ hài hước giải trí.,3,3,95,44
cười đau bụng!,5,3,95,21
cười chảy mắt!,2,3,95,16
cười tình huống phim.,3,3,95,41
cười ngừng!,3,3,96,29
cười nghiêng ngả này.,4,3,96,3
cười suốt phim!,3,3,96,37
cười suốt đầu cuối.,2,3,96,36
nhân vật độc đáo hài hước.,5,3,93,45
hài đỉnh cao!,2,3,75,31
thể tình huống hài hước độc đáo vậy.,4,3,105,35
mỗi tình huống cười vỡ bụng.,3,3,105,13
khả năng cười ngừng.,3,3,113,48
cốt truyện hài hước lôi cuốn.,3,3,114,31
nụ cười phủ khắp đầu cuối.,5,3,114,24
tình huống hài hước độc đáo.,2,3,114,6
pha hài độc đáo thể đoán trước.,2,3,114,9
tình huống hài độc đáo tạo.,2,3,115,40
tình huống hài hước độc đáo bất ngờ.,4,3,115,16
phấn khích tiếng cười ngừng.,5,3,115,35
cười mắt.,5,3,115,6
cười ngừng.,2,3,116,26
cười sảng khoái hạnh phúc.,4,3,116,16
cười suốt thời gian xem.,5,3,116,27
cười mắt.,2,3,116,16
cười bất kỳ xem.,3,3,117,10
cười bất kỳ hài xem.,2,3,117,40
cười bất kỳphim hài xem.,5,3,117,37
cười suốt thời gian xem.,5,3,117,35
tiếng cười niềm vui người.,2,3,118,37
tiếng cười thư giãn tôi.,5,3,118,2
gian thú vị hài hước.,3,3,118,27
trái tim vui vẻ thoải mái.,3,3,118,17
thư giãn trái tim vui vẻ.,3,3,119,20
đem tiếng cười sảng khoái đầu cuối.,2,3,119,13
đem tiếng cười sảng khoái thú vị.,3,3,119,7
giới hài hước.,4,3,119,15
hài đặc sắc!,3,3,120,36
hài đỉnh năm.,4,3,120,17
pha hài hước thú vị.,3,3,113,34
"tối vui vẻ, bạn.",3,3,113,7
"giải trí, lựa hoàn hảo.",4,3,113,21
"cười, này!",4,3,112,48
mỗi tình tiết tiếng cười phấn khích.,3,3,105,41
kiếm niềm vui sống.,2,3,106,33
thư giãn cười thoải mái.,4,3,106,15
thư giãn cười.,2,3,106,48
giải trí tuyệt vời tình huống hài hước.,3,3,106,34
hài kinh điển.,4,3,107,36
hài xem!,4,3,107,10
hài tuyệt vời người.,5,3,107,3
hài tuyệt vời diễn xuất xuất sắc.,3,3,107,24
hài tuyệt vời tình huống hài hước bất ngờ.,2,3,108,12
hài tuyệt vời tình huống hài hước độc đáo.,3,3,108,39
hài tuyệt vời tình huống hài hước thể đoán trước.,4,3,108,35
hài thú vị hài hước.,4,3,108,39
thể nổi thể cười vậy.,5,3,105,15
vui nhộn thể qua.,5,3,109,12
hài lặp đi lặp lại.,2,3,109,45
hài tình huống hài hước độc đáo.,5,3,109,46
hài thể lỡ.,5,3,110,44
hài tuyệt vời tình huống hài hước vô tạo.,4,3,110,24
hài thú vị tiếng cười.,4,3,110,11
hài xuất sắc thấy.,4,3,110,20
tác phẩm vui nhộn thể qua.,4,3,111,5
tuyệt phẩm thể hài.,5,3,111,49
trải nghiệm hài hước nhớ.,4,3,111,12
trải nghiệm tuyệt vời!,3,3,111,8
hài xem.,2,3,112,2
hài thời đại.,5,3,112,32
"cười, đừng lỡ này!",2,3,112,33
hài ấn tượng.,2,3,109,1
hài đỉnh điểm!,4,3,91,13
