cmt,rate,genre,idmovie,iduser 
Nó thể hiện tình yêu ở nhiều khía cạnh khác nhau.,4,3,78,4
Một câu chuyện tình yêu đẹp và đáng nhớ.,3,3,74,33
Phim này đã thay đổi cách tôi nhìn nhận tình yêu.,3,3,82,35
Phim này đã thúc đẩy tôi tìm hiểu thêm về tình yêu đích thực.,2,3,82,8
Phim tình cảm hoàn hảo cho ngày Valentine.,2,3,89,4
Phim tình cảm này đã đánh thức trái tim tôi.,4,3,89,35
Phim tình cảm hoàn hảo cho mọi lứa tuổi.,4,3,88,40
Phim tình cảm hoàn hảo cho mọi độ tuổi.,2,3,88,25
Phim tình cảm hoàn hảo cho các tín đồ của tình yêu.,5,3,88,44
Phim tình cảm hoàn hảo cho các đôi tình nhân.,5,3,88,38
Phim tình cảm hoàn hảo cho buổi tối cuối tuần.,3,3,87,3
Phim tình cảm đẹp như mơ.,4,3,87,43
Phim tình cảm đầy xúc động.,5,3,87,45
Phim tình cảm đầy cảm động và ý nghĩa.,4,3,87,50
Phim tình cảm đáng xem lặp đi lặp lại.,3,3,86,6
Phim này thể hiện rằng tình yêu có thể xuất phát từ những tình huống bất ngờ.,4,3,86,6
Phim này đã thay đổi cuộc sống của tôi.,5,3,82,27
Phim này thể hiện rằng tình yêu có thể vượt qua mọi khó khăn.,3,3,86,19
Phim này mang lại cho tôi nhiều cảm xúc khác nhau.,5,3,85,47
Phim này làm tôi tin vào tình yêu thật sự.,4,3,85,44
Phim này làm tôi tin vào tình yêu là một điều kỳ diệu.,4,3,85,26
Phim này làm tôi tin vào tình yêu đích thực.,4,3,85,19
Phim này làm tôi tin rằng tình yêu là một điều kỳ diệu.,4,3,84,8
Phim này làm tôi suy tư về tình yêu suốt một thời gian dài.,4,3,84,39
Phim này là một tuyệt phẩm về tình yêu.,2,3,84,1
Phim này là một minh chứng rõ ràng về tình yêu đích thực tồn tại.,2,3,84,31
Phim này là một bản tình ca đẹp.,5,3,83,48
Phim này khiến tôi tin vào tình yêu đích thực.,4,3,83,24
Phim này khiến tôi tin vào sức mạnh của tình yêu.,4,3,83,44
Phim này đặt ra nhiều câu hỏi về tình yêu và cuộc sống.,4,3,83,16
Phim này đã thúc đẩy tôi tìm kiếm tình yêu đích thực.,2,3,82,44
Phim này thật đặc sắc về tình yêu.,2,3,86,40
Phim tình cảm hoàn hảo cho ngày mưa gió.,3,3,89,32
Một câu chuyện tình yêu đầy cảm động.,3,3,74,25
Một bộ phim tình cảm thú vị và cảm động.,3,3,74,31
Câu chuyện tình yêu trong phim này đầy cảm động.,5,3,65,5
Câu chuyện tình yêu này sẽ ở lại với bạn mãi mãi.,4,3,65,6
Cảnh quay tại các địa điểm đẹp làm tăng thêm sự lãng mạn của phim.,3,3,65,45
Cảnh cuối cùng của phim đã để lại cho tôi nhiều suy tư về tình yêu.,3,3,65,44
Cảm xúc tràn đầy từ đầu đến cuối.,3,3,64,39
Cảm xúc của nhân vật chính thực sự cuốn hút.,5,3,64,39
Cảm ơn các diễn viên đã mang lại câu chuyện tình yêu tuyệt vời này.,4,3,64,39
Cách phim này kể về tình yêu khiến tôi cảm thấy thật gần gũi.,3,3,64,43
Các diễn viên đã tạo nên một cặp đôi hoàn hảo.,3,3,63,23
Bộ phim này làm cho tôi nhớ đến tình yêu của mình.,2,3,63,39
Bộ phim này là một hành trình tìm kiếm tình yêu đích thực.,2,3,63,10
Bộ phim này là một hành trình đầy cảm xúc về tình yêu.,3,3,63,21
Bộ phim này là một biểu tượng của tình yêu đích thực.,4,3,62,34
Câu chuyện tình yêu trong phim này sẽ làm bạn tin vào tình yêu đích thực.,4,3,66,48
Bộ phim này là một bài học về tình yêu và hy vọng.,2,3,62,19
Bộ phim này đã tạo ra một cảm giác ấm áp và độc đáo.,4,3,62,3
Bộ phim này đã làm cho tôi nhớ về những kỷ niệm của mình.,4,3,61,22
Bản nhạc phim làm tăng thêm sự lãng mạn của nó.,4,3,61,6
Bản nhạc phim đã tạo nên một bầu không khí lãng mạn tuyệt vời.,2,3,61,13
Nó đã khiến tôi nhớ mãi những suy tư và cảm xúc của mình.,4,3,61,29
Tôi đã phải đặt ra nhiều câu hỏi sau khi xem phim.,5,3,60,43
Phim này là một hành trình tới sự hiểu biết và khám phá.,2,3,60,4
Nó đã khiến tôi suy nghĩ về ý nghĩa của cuộc sống.,4,3,60,26
Tôi đã cảm thấy mình bị đánh lừa nhiều lần trong phim.,3,3,60,42
Bộ phim này đã thay đổi cách tôi nghĩ về tình yêu.,5,3,62,28
Phim tình cảm hoàn hảo cho mùa Valentine.,3,3,117,16
Câu chuyện tình yêu trong phim này sẽ ở lại với bạn mãi mãi.,4,3,66,20
Câu chuyện tình yêu trong phim thật tuyệt vời.,3,3,66,27
Một bộ phim tình cảm đầy cảm động.,4,3,73,5
Một bộ phim tình cảm đầy cảm động và thú vị.,4,3,73,32
Một bộ phim tình cảm đáng yêu và ý nghĩa.,4,3,73,13
Một bộ phim tình cảm đáng xem.,3,3,73,40
Không thể tin được cảm xúc mà phim mang lại.,3,3,72,14
Không thể nào tả hết sự đẹp đẽ của phim này.,2,3,72,14
Không thể nào tả hết sự cảm động của phim này.,3,3,72,49
Không thể nào tả được cảm xúc khi xem phim này.,4,3,72,17
Không thể nào quên được câu chuyện tình yêu này.,4,3,71,43
Không thể nào nói hết về sự đẹp của phim này.,3,3,71,30
Không thể nào nói hết về cảm xúc khi xem phim này.,2,3,71,49
Không thể nào nói đủ về sự đẹp của phim này.,3,3,71,9
Không thể nào nói đủ về sự đẹp của câu chuyện tình yêu này.,3,3,70,34
Câu chuyện tình yêu trong phim thật sự đặc biệt.,3,3,66,44
Không thể nào bỏ lỡ phim này.,2,3,70,12
Không có gì thể hiện tình cảm như phim này.,5,3,70,28
Hãy xem và bạn sẽ tin vào tình yêu.,5,3,69,28
Hãy xem và bạn sẽ biết tại sao tôi yêu nó.,5,3,69,49
Hãy xem và bạn sẽ biết tại sao phim này được đánh giá cao.,5,3,69,19
Hãy xem và bạn sẽ biết tại sao nó lại nổi tiếng.,2,3,69,6
Hãy xem phim này nếu bạn muốn biết tại sao tôi yêu nó.,2,3,68,49
Diễn viên đã thể hiện tình cảm một cách xuất sắc.,3,3,68,11
Diễn viên đã tạo ra một chemistry đặc biệt trên màn ảnh.,3,3,68,26
Chắc chắn sẽ xem lại.,2,3,68,24
Cười và khóc suốt từ đầu đến cuối.,3,3,67,32
Cốt truyện tình cảm trong phim rất xúc động.,4,3,67,33
Cốt truyện phim đã đưa ra nhiều cơ hội để suy ngẫm về tình yêu.,4,3,67,41
Cốt truyện phim đã chạm vào sâu trong trái tim tôi.,4,3,67,46
Không gì so sánh được với tình yêu trong phim này.,4,3,70,44
Phim tình cảm hoàn hảo cho mùa Valentine.,5,3,89,24
